0.2150,-1,144.5,277.5,38.5,171.5,1,-1,-1,-1
0.2151,-1,148.0,282.0,38.0,172.0,1,-1,-1,-1
0.2152,-1,146.0,286.0,35.0,175.0,1,-1,-1,-1
0.2153,-1,139.5,286.5,29.5,176.5,1,-1,-1,-1
0.2154,-1,148.0,278.0,39.0,169.0,1,-1,-1,-1
0.2155,-1,143.5,276.5,35.5,168.5,1,-1,-1,-1
0.2156,-1,144.0,270.0,37.0,163.0,1,-1,-1,-1
0.2157,-1,142.0,266.0,41.0,165.0,1,-1,-1,-1
0.2158,-1,137.0,257.0,46.0,166.0,1,-1,-1,-1
0.2159,-1,133.0,261.0,42.0,170.0,1,-1,-1,-1
0.2160,-1,135.0,255.0,46.0,166.0,1,-1,-1,-1
0.2161,-1,136.0,254.0,47.0,165.0,1,-1,-1,-1
0.2162,-1,133.0,255.0,44.0,166.0,1,-1,-1,-1
0.2163,-1,133.0,253.0,45.0,165.0,1,-1,-1,-1
0.2164,-1,133.5,252.5,45.5,164.5,1,-1,-1,-1
0.2165,-1,136.0,254.0,45.0,163.0,1,-1,-1,-1
0.2166,-1,137.0,257.0,45.0,165.0,1,-1,-1,-1
0.2167,-1,137.0,257.0,44.0,164.0,1,-1,-1,-1
0.2168,-1,138.5,257.5,43.5,162.5,1,-1,-1,-1
0.2169,-1,139.0,257.0,45.0,163.0,1,-1,-1,-1
0.2170,-1,142.0,262.0,41.0,161.0,1,-1,-1,-1
0.2171,-1,145.5,258.5,42.5,155.5,1,-1,-1,-1
0.2172,-1,145.0,265.0,40.0,160.0,1,-1,-1,-1
0.2173,-1,144.5,265.5,38.5,159.5,1,-1,-1,-1
0.2174,-1,143.5,266.5,37.5,160.5,1,-1,-1,-1
0.2175,-1,144.5,263.5,39.5,158.5,1,-1,-1,-1
0.2176,-1,147.5,258.5,43.5,154.5,1,-1,-1,-1
0.2177,-1,141.0,257.0,45.0,161.0,1,-1,-1,-1
0.2178,-1,141.0,257.0,45.0,161.0,1,-1,-1,-1
0.2179,-1,141.5,258.5,45.5,162.5,1,-1,-1,-1
0.2180,-1,140.0,256.0,47.0,163.0,1,-1,-1,-1
0.2181,-1,135.0,253.0,49.0,167.0,1,-1,-1,-1
0.2182,-1,131.5,254.5,45.5,168.5,1,-1,-1,-1
0.2183,-1,130.5,253.5,45.5,168.5,1,-1,-1,-1
0.2184,-1,133.0,253.0,46.0,166.0,1,-1,-1,-1
0.2185,-1,133.0,255.0,45.0,167.0,1,-1,-1,-1
0.2186,-1,132.5,255.5,43.5,166.5,1,-1,-1,-1
0.2187,-1,139.0,257.0,43.0,161.0,1,-1,-1,-1
0.2188,-1,137.5,256.5,42.5,161.5,1,-1,-1,-1
0.2189,-1,141.0,259.0,42.0,160.0,1,-1,-1,-1
0.2190,-1,147.5,262.5,42.5,157.5,1,-1,-1,-1
0.2191,-1,149.5,266.5,39.5,156.5,1,-1,-1,-1
0.2192,-1,150.5,265.5,40.5,155.5,1,-1,-1,-1
0.2193,-1,151.0,269.0,39.0,157.0,1,-1,-1,-1
0.2194,-1,148.5,275.5,34.5,161.5,1,-1,-1,-1
0.2195,-1,151.0,275.0,35.0,159.0,1,-1,-1,-1
0.2196,-1,148.5,271.5,35.5,158.5,1,-1,-1,-1
0.2197,-1,140.0,282.0,28.0,170.0,1,-1,-1,-1
0.2198,-1,145.5,270.5,36.5,161.5,1,-1,-1,-1
0.2199,-1,142.0,272.0,36.0,166.0,1,-1,-1,-1
0.2200,-1,142.5,271.5,36.5,165.5,1,-1,-1,-1
0.2201,-1,141.5,266.5,38.5,163.5,1,-1,-1,-1
0.2202,-1,138.0,270.0,36.0,168.0,1,-1,-1,-1
0.2203,-1,142.0,260.0,42.0,160.0,1,-1,-1,-1
0.2204,-1,138.0,262.0,40.0,164.0,1,-1,-1,-1
0.2205,-1,143.0,255.0,44.0,156.0,1,-1,-1,-1
0.2206,-1,139.0,257.0,42.0,160.0,1,-1,-1,-1
0.2207,-1,140.0,264.0,40.0,164.0,1,-1,-1,-1
0.2208,-1,138.0,264.0,38.0,164.0,1,-1,-1,-1
0.2209,-1,134.0,266.0,35.0,167.0,1,-1,-1,-1
0.2210,-1,134.0,268.0,32.0,166.0,1,-1,-1,-1
0.2211,-1,135.0,269.0,31.0,165.0,1,-1,-1,-1
0.2212,-1,136.5,269.5,31.5,164.5,1,-1,-1,-1
0.2213,-1,143.0,273.0,34.0,164.0,1,-1,-1,-1
0.2214,-1,139.5,276.5,28.5,165.5,1,-1,-1,-1
0.2215,-1,138.5,275.5,29.5,166.5,1,-1,-1,-1
0.2216,-1,139.5,274.5,29.5,164.5,1,-1,-1,-1
0.2217,-1,140.5,273.5,31.5,164.5,1,-1,-1,-1
0.2218,-1,142.5,275.5,29.5,162.5,1,-1,-1,-1
0.2219,-1,139.5,276.5,28.5,165.5,1,-1,-1,-1
0.2220,-1,143.5,274.5,31.5,162.5,1,-1,-1,-1
0.2221,-1,142.5,273.5,30.5,161.5,1,-1,-1,-1
0.2222,-1,142.5,273.5,30.5,161.5,1,-1,-1,-1
0.2223,-1,143.5,270.5,32.5,159.5,1,-1,-1,-1
0.2224,-1,143.5,270.5,33.5,160.5,1,-1,-1,-1
0.2225,-1,141.0,275.0,31.0,165.0,1,-1,-1,-1
0.2226,-1,141.0,275.0,31.0,165.0,1,-1,-1,-1
0.2227,-1,143.0,273.0,33.0,163.0,1,-1,-1,-1
0.2228,-1,143.0,273.0,34.0,164.0,1,-1,-1,-1
0.2229,-1,141.0,273.0,33.0,165.0,1,-1,-1,-1
0.2230,-1,141.5,274.5,32.5,165.5,1,-1,-1,-1
0.2231,-1,141.5,274.5,32.5,165.5,1,-1,-1,-1
0.2232,-1,143.0,273.0,34.0,164.0,1,-1,-1,-1
0.2233,-1,143.0,273.0,34.0,164.0,1,-1,-1,-1
0.2234,-1,137.0,277.0,29.0,169.0,1,-1,-1,-1
0.2235,-1,137.5,276.5,27.5,166.5,1,-1,-1,-1
0.2236,-1,137.0,277.0,29.0,169.0,1,-1,-1,-1
0.2237,-1,136.5,275.5,27.5,166.5,1,-1,-1,-1
0.2238,-1,138.0,278.0,29.0,169.0,1,-1,-1,-1
0.2239,-1,141.5,272.5,33.5,164.5,1,-1,-1,-1
0.2240,-1,143.0,275.0,32.0,164.0,1,-1,-1,-1
0.2241,-1,142.5,273.5,34.5,165.5,1,-1,-1,-1
0.2242,-1,147.0,277.0,35.0,165.0,1,-1,-1,-1
0.2243,-1,147.0,273.0,38.0,164.0,1,-1,-1,-1
0.2244,-1,147.5,268.5,40.5,161.5,1,-1,-1,-1
0.2245,-1,147.5,268.5,40.5,161.5,1,-1,-1,-1
0.2246,-1,150.0,268.0,43.0,161.0,1,-1,-1,-1
0.2247,-1,150.5,269.5,42.5,161.5,1,-1,-1,-1
0.2248,-1,153.5,268.5,42.5,157.5,1,-1,-1,-1
0.2249,-1,154.5,269.5,40.5,155.5,1,-1,-1,-1
0.2250,-1,152.5,273.5,37.5,158.5,1,-1,-1,-1
0.2251,-1,153.0,275.0,37.0,159.0,1,-1,-1,-1
0.2252,-1,153.5,272.5,37.5,156.5,1,-1,-1,-1
0.2253,-1,148.5,277.5,36.5,165.5,1,-1,-1,-1
0.2254,-1,148.0,276.0,36.0,164.0,1,-1,-1,-1
0.2255,-1,150.0,276.0,34.0,160.0,1,-1,-1,-1
0.2256,-1,151.5,274.5,34.5,157.5,1,-1,-1,-1
0.2257,-1,148.5,273.5,31.5,156.5,1,-1,-1,-1
0.2258,-1,148.5,275.5,31.5,158.5,1,-1,-1,-1
0.2259,-1,149.0,273.0,34.0,158.0,1,-1,-1,-1
0.2260,-1,151.0,271.0,37.0,157.0,1,-1,-1,-1
0.2261,-1,150.0,274.0,34.0,158.0,1,-1,-1,-1
0.2262,-1,149.0,275.0,34.0,160.0,1,-1,-1,-1
0.2263,-1,147.5,278.5,31.5,162.5,1,-1,-1,-1
0.2264,-1,146.0,280.0,30.0,164.0,1,-1,-1,-1
0.2265,-1,146.0,280.0,30.0,164.0,1,-1,-1,-1
